RECNO	D	NEW	E	SOC	SOC2000	INDEXOCC	IND	ADD	SEE
24095		*		382	3422	Technologist, packaging			
24096				219	2129	Technologist, scientific	(coal mine)		
24097	O			219	2129	Technologist			
24098				889	8122	Teemer, coal	(coal mine: above ground)		
24099	I			930	9141	Teemer, coal			
24100				839	8117	Teemer, ladle			
24101				889	9139	Teemer	(coke ovens)		
24102				839	8117	Teemer	(steelworks)		
24103				569	9133	Teerer	(textile printing)		
24104		*		792	7113	Telecanvasser			
24105				463	4142	Telegraphist			
24106				792	7113	Telemarketer			
24107		*		792	7113	Telephonist, marketing			
24108		*		792	7113	Telephonist, sales			
24109				459	4141	Telephonist, shorthand			
24110	O			462	4141	Telephonist			
24111				430	4141	Telephonist-clerk			
24112				461	4141	Telephonist-receptionist			
24113				452	4141	Telephonist-typist			
24114				699	6222	Teller, fortune			
24115				411	4123	Teller	(banking)		
24116				863	8134	Teller	(printing)		
24117				833	8117	Temperer, wire			
24118				829	8112	Temperer	(ceramics mfr)		
24119				829	8119	Temperer	(metal trades: blast furnace)		
24120	I			833	8117	Temperer	(metal trades)		
24121				515	5222	Templater			
24122				175	1224	Tenant, house, public			
24123		*		370	6114	Tenant, responsible			
24124				}}}	}}}}	Tender, back			- see Tenter, back
24125				622	9225	Tender, bar			
24126				929	9129	Tender, diver's			
24127				893	8124	Tender, engine			
24128				830	8117	Tender, furnace	(metal trades)		
24129				889	8219	Tender, lock			
24130				550	5411	Tender, loom			
24131		*		821	8121	Tender, machine, pasteboard			
24132				811	8113	Tenter, back, frame	(textile mfr)		
24133				821	8121	Tenter, back, machine, linen			
24134				811	8113	Tenter, back, roving			
24135				821	8121	Tenter, back	(paper mfr)		
24136				821	8121	Tenter, back	(paper staining)		
24137				569	9133	Tenter, back	(textile mfr: textile printing)		
24138	I			552	8113	Tenter, back	(textile mfr)		
24139				569	9133	Tenter, back	(wallpaper printing)		
24140				893	8124	Tenter, boiler			
24141				814	8113	Tenter, box	(silk mfr)		
24142	I			811	8113	Tenter, box			
24143				814	8113	Tenter, braid	(silk mfr)		
24144				811	8113	Tenter, can			
24145				811	8113	Tenter, card			
24146				811	8113	Tenter, comb			
24147				811	8113	Tenter, comber			
24148				516	5223	Tenter, conant			
24149				811	8113	Tenter, condenser			
24150				811	8113	Tenter, cotton			
24151				886	8221	Tenter, crane			
24152				830	8117	Tenter, cupola			
24153				811	8113	Tenter, derby			
24154				811	8113	Tenter, devil			
24155				929	9129	Tenter, diver's			
24156				811	8113	Tenter, double			
24157				811	8113	Tenter, draw			
24158				811	8113	Tenter, drawing			
24159				893	8124	Tenter, engine, blowing	(metal mfr)		
24160				811	8113	Tenter, engine	(textile mfr)		
24161	M			893	8124	Tenter, engine			
24162				811	8113	Tenter, fly			
24163				813	8113	Tenter, frame, cheesing			
24164				812	8113	Tenter, frame, clearing			
24165				813	8113	Tenter, frame, copping			
24166				812	8113	Tenter, frame, doubling			
24167				811	8113	Tenter, frame, draw			
24168				812	8113	Tenter, frame, flyer			
24169				516	5223	Tenter, frame, jacquard			
24170				812	8113	Tenter, frame, ring			
24171				812	8113	Tenter, frame, twisting			
24172	O			811	8113	Tenter, frame			
24173				811	8113	Tenter, front			
24174				830	8117	Tenter, furnace			
24175				811	8113	Tenter, gill			
24176				814	8113	Tenter, hardener, flat			
24177				814	8113	Tenter, hardener, roller			
24178			S	811	8113	Tenter, head, engine			
24179				886	8221	Tenter, hoist			
24180				516	5223	Tenter, hosepipe			
24181				811	8113	Tenter, inter			
24182				811	8113	Tenter, jack			
24183				552	8114	Tenter, jig			
24184				811	8113	Tenter, joiner			
24185				811	8113	Tenter, lap			
24186				}}}	}}}}	Tenter, machine			- see Machinist
24187				812	8113	Tenter, mule			
24188				811	8113	Tenter, opener			
24189				552	8113	Tenter, padding			
24190				814	8113	Tenter, picker			
24191				912	9139	Tenter, press	(metal trades)		
24192				999	9139	Tenter, pump			
24193				811	8113	Tenter, ribbon			
24194				811	8113	Tenter, rover			
24195				811	8113	Tenter, roving			
24196				811	8113	Tenter, scutcher			
24197				811	8113	Tenter, slub			
24198				811	8113	Tenter, slubber			
24199				811	8113	Tenter, slubbing			
24200				811	8113	Tenter, spare			
24201				811	8113	Tenter, speed			
24202				812	8113	Tenter, throstle			
24203				811	8113	Tenter, waste, hard			
24204				516	5223	Tenter, weaver's			
24205				813	8113	Tenter, weilds			
24206				516	5223	Tenter	(carpet, rug mfr)		
24207				516	5223	Tenter	(lace mfr)		
24208				552	8113	Tenter	(textile finishing)		
24209				516	5223	Tenter	(textile weaving)		
24210				552	8113	Tenterer, woollen			
24211				552	8113	Tenterer	(textile mfr)		
24212				864	8138	Tester, acid			
24213				860	8133	Tester, aircraft			
24214				864	8138	Tester, alkali			
24215				861	8133	Tester, balloon			
24216				860	8133	Tester, bench		(motors, motor cycles)	
24217				869	8133	Tester, bobbin			
24218				860	8133	Tester, boiler			
24219				516	8133	Tester, brake			
24220				860	8133	Tester, cable			
24221				860	8133	Tester, can			
24222				540	5231	Tester, car			
24223				864	8138	Tester, carbon	(steelworks)		
24224				860	8133	Tester, carburettor			
24225				861	8133	Tester, cask			
24226				860	8133	Tester, cell	(dry battery mfr)		
24227				869	8133	Tester, cement			
24228				864	8138	Tester, chemical			
24229				861	8133	Tester, cloth	(textile merchants)		
24230				860	8133	Tester, coil			
24231				869	8133	Tester, coke	(coal gas, coke ovens)		
24232	I			864	8138	Tester, coke			
24233				864	8138	Tester, conditioning, air			
24234				860	8133	Tester, cylinder			
24235				861	8133	Tester, denier			
24236				869	8133	Tester, disc, compact			
24237				929	9129	Tester, drain			
24238				861	8133	Tester, dye	(textile bleaching, dyeing)		
24239				860	8133	Tester, dynamo			
24240				861	8133	Tester, egg			
24241				860	8133	Tester, electrical			
24242				860	8133	Tester, engine			
24243				860	8133	Tester, furnace	(furnace mfr)		
24244	I			830	8117	Tester, furnace			
24245				864	8138	Tester, gas	(chemical mfr)		
24246				864	8138	Tester, gas	(gas works)		
24247				395	3566	Tester, gear, chain and suspension			
24248				860	8133	Tester, gear	(engineering)		
24249				864	8138	Tester, glass			
24250				864	8138	Tester, head, section	(oil refining)		
24251				860	8133	Tester, hollow-ware			
24252				521	5241	Tester, installation		(electrical)	
24253				860	8133	Tester, instrument			
24254				860	8133	Tester, insulation			
24255				860	8133	Tester, lamp, arc			
24256				860	8133	Tester, machine			
24257				860	8133	Tester, matrix	(type foundry)		
24258				860	8133	Tester, meter			
24259				861	8133	Tester, milk			
24260				869	8133	Tester, moisture			
24261				540	5231	Tester, MOT			
24262				860	8133	Tester, motor			
24263				999	8133	Tester, music			
24264		*		860	8133	Tester, ndt			
24265		*		860	8133	Tester, non-destructive			
24266				864	8138	Tester, oil			
24267				861	8133	Tester, paper			
24268				869	8133	Tester, pipe, concrete			
24269				929	9129	Tester, pipe	(main laying)		
24270				860	8133	Tester, pipe	(metal mfr)		
24271				861	8133	Tester, pole		(telephone)	
24272				860	8133	Tester, pump			
24273		*		869	8133	Tester, quality			
24274				525	5244	Tester, radio			
24275				869	8133	Tester, record			
24276				516	8133	Tester, road	(vehicle mfr)		
24277				861	8133	Tester, roller	(printing roller mfr)		
24278	I			860	8133	Tester, roller			
24279				860	8133	Tester, rope		(metal)	
24280				505	8141	Tester, rope	(coal mine)		
24281	M			861	8133	Tester, rope			
24282				864	8138	Tester, seed			
24283				869	8133	Tester, shift	(chemical mfr)		
24284				861	8133	Tester, silk	(man-made fibre mfr)		
24285				869	8133	Tester, slow, bobbin			
24286				214	2132	Tester, software, computer			
24287				864	8138	Tester, soil			
24288				860	8133	Tester, spring			
24289				860	8133	Tester, stove			
24290				860	8133	Tester, systems		(electronic)	
24291				860	8133	Tester, tank			
24292				516	8133	Tester, tractor			
24293				860	8133	Tester, tube, ray, cathode			
24294				860	8133	Tester, valve			
24295				869	3566	Tester, vehicle	(DETR)		
24296	I			516	8133	Tester, vehicle			
24297				864	8138	Tester, water			
24298				517	5224	Tester, weight	(balance mfr)		
24299				860	8133	Tester, wire			
24300				861	8133	Tester, yarn			
24301				869	8133	Tester	(abrasive wheel mfr)		
24302				869	8133	Tester	(asbestos-cement goods mfr)		
24303				869	8133	Tester	(cast concrete products mfr)		
24304				869	8133	Tester	(ceramics mfr)		
24305				521	5241	Tester	(electrical contracting)		
24306				860	8133	Tester	(electrical, electronic equipment mfr)		
24307				861	8133	Tester	(food canning)		
24308				869	8133	Tester	(glass mfr)		
24309				869	8133	Tester	(lens mfr)		
24310				869	8133	Tester	(match mfr)		
24311				517	5224	Tester	(metal trades: balance mfr)		
24312	I			860	8133	Tester	(metal trades)		
24313				593	5494	Tester	(musical instruments mfr)		
24314				864	8138	Tester	(paint mfr)		
24315				861	8133	Tester	(plastics goods mfr)		
24316				869	8133	Tester	(record mfr)		
24317				861	8133	Tester	(rubber goods mfr)		
24318				869	8133	Tester	(safety fuse mfr)		
24319				516	5223	Tester-fitter			
24320				516	5223	Tester-mechanic			
24321				899	8129	Tester-rectifier, cylinder			
24322				516	5223	Tester-rectifier, engine, combustion, internal			
24323				516	5223	Tester-rectifier, engine, jet			
24324				850	8131	Tester-rectifier, equipment, electrical			
24325				850	8131	Tester-rectifier, equipment, electronic			
24326				593	5494	Tester-rectifier, instrument, musical			
24327				517	5224	Tester-rectifier, instrument, precision			
24328				507	5323	Texturer, ceiling			
24329				812	8113	Texturer, yarn			
24330				501	5313	Thatcher			
24331		*		292	2444	Theologian			
24332				347	3229	Therapist, art			
24333				661	6222	Therapist, beauty			
24334		*		347	3223	Therapist, communication			
24335				346	3218	Therapist, dental			
24336		*		347	3229	Therapist, diversional			
24337		*		347	3229	Therapist, family			
24338		*		644	6115	Therapist, hobby			
24339		*		347	3229	Therapist, holistic			
24340		*		347	3223	Therapist, language			
24341		*		347	3229	Therapist, massage			
24342				347	3229	Therapist, movement			
24343		*		347	3229	Therapist, music			
24344				347	3222	Therapist, occupational			
24345		*		346	3229	Therapist, play			
24346		*		347	3229	Therapist, remedial			
24347				347	3223	Therapist, speech			
24348		*		347	3223	Therapist, speech and language			
24349		*		347	3229	Therapist, stress			
24350				202	2113	Thermodynamicist			
24351				820	8114	Thinner	(varnish mfr)		
24352				813	8113	Threader, bobbin			
24353				814	8113	Threader, brass	(lace mfr)		
24354				559	5419	Threader, draw			
24355				552	8113	Threader, frame			
24356				899	8129	Threader, heald, wire			
24357	O			552	8113	Threader, heald			
24358				859	8139	Threader, pearl			
24359				552	8113	Threader, warp	(hosiery, knitwear mfr)		
24360				841	8125	Threader	(bolt, nail, nut, rivet, screw mfr)		
24361				552	8113	Threader	(carpet, rug mfr)		
24362				559	5419	Threader	(embroidery mfr)		
24363				814	8113	Threader	(lace mfr)		
24364				850	8131	Threader	(lamp, valve mfr)		
24365				839	8117	Threader	(needle mfr)		
24366				812	8113	Thrower, rayon			
24367				919	9139	Thrower	(brewery)		
24368				590	5491	Thrower	(ceramics mfr)		
24369				919	9139	Thrower	(distillery)		
24370				812	8113	Throwster	(textile mfr)		
24371				553	8137	Thumber	(glove mfr)		
24372				862	9134	Ticketer			
24373				862	9134	Tier, bag			
24374				899	8129	Tier, battery			
24375				862	9134	Tier, hook, cork			
24376	O			859	8139	Tier, hook			
24377				553	8137	Tier, knot	(textile mfr)		
24378				862	9134	Tier, ream			
24379				859	8139	Tier, ring			
24380				809	8111	Tier, sausage			
24381				550	5411	Tier, smash			
24382				859	8139	Tier, tackle		(fishing tackle)	
24383				552	8113	Tier, warp			
24384				814	8113	Tier-in	(textile mfr)		
24385				552	8113	Tier-on, warp			
24386				859	8139	Tier-on	(fish hook mfr)		
24387				814	8113	Tier-on	(textile mfr)		
24388				859	8139	Tier-up	(cloth hat mfr)		
24389				569	9133	Tierer			
24390		*		506	5322	Tiler, ceramic			
24391				506	5322	Tiler, cork			
24392				506	5322	Tiler, floor			
24393				506	5322	Tiler, glaze			
24394				506	5322	Tiler, range			
24395				501	5313	Tiler, roof			
24396				506	5322	Tiler, wall			
24397	O			501	5313	Tiler			
24398				506	5322	Tiler and plasterer			
24399				830	8117	Tilter			
24400				830	8117	Tilterman			
24401				597	8122	Timberer	(coal mine)		
24402				410	4122	Timekeeper			
24403				517	5224	Timer			
24404			S	880	8217	Tindal, first	(shipping)		
24405				533	5213	Tinker			
24406				834	8118	Tinner, coil			
24407				834	8118	Tinner, copper			
24408				862	9134	Tinner, fruit			
24409				834	8118	Tinner, grease			
24410				834	8118	Tinner, wire			
24411				862	9134	Tinner	(food canning)		
24412				834	8118	Tinner	(metal trades)		
24413				834	8118	Tinplater	(tinplate mfr)		
24414				552	8113	Tinsman, drying	(textile mfr)		
24415				533	5213	Tinsmith			
24416				829	8114	Tinter, enamel	(enamel mfr)		
24417				829	8114	Tinter, paint			
24418				829	8114	Tinter	(chemical mfr)		
24419				569	5423	Tinter	(film processing)		
24420				552	8113	Tinter	(textile mfr)		
24421				990	9235	Tipman, refuse			
24422				889	9139	Tipman	(mine: not coal)		
24423				930	9141	Tipper, ballast			
24424				930	9141	Tipper, coal	(docks)		
24425				889	9139	Tipper, coal	(patent fuel mfr)		
24426				889	9139	Tipper, coal	(steelworks)		
24427				841	8125	Tipper, metal			
24428				889	9139	Tipper, ore	(steelworks)		
24429				889	9139	Tipper, scrap			
24430				889	9139	Tipper, shale			
24431				889	9139	Tipper, slag			
24432				553	8137	Tipper, umbrella			
24433				889	8122	Tipper	(coal mine)		
24434				930	9141	Tipper	(docks)		
24435				869	8139	Tipper	(enamelling)		
24436				889	9139	Tipper	(mine: not coal)		
24437				814	8113	Tippler	(flax, hemp mfr)		
24438				889	9139	Tippler	(steelworks)		
24439				889	8122	Tipplerman	(coal mine)		
24440				699	6211	Tipster			
24441				179	1234	Tobacconist			
24442				810	8114	Toggler	(leather dressing)		
24443				839	8117	Tonger		(wire)	
24444				839	8117	Tongsman, back			
24445				839	8117	Tongsman	(rolling mill)		
24446				839	8117	Tongsman	(steel hoop mill)		
24447				839	8117	Tongsman	(wrought iron mfr)		
24448				839	8117	Tonguer			
24449				590	5491	Tooler, glass			
24450				500	5312	Tooler, stone			
24451				552	8113	Tooler	(fustian, velvet mfr)		
24452		*		519	5221	Toolsetter			
24453				899	8129	Toother	(saw mfr)		
24454				919	9139	Topman, battery	(coke ovens)		
24455				809	8111	Topman	(bacon, ham, meat curing)		
24456				919	9139	Topman	(coal gas, coke ovens)		
24457				910	8122	Topman	(coal mine)		
24458				896	8149	Topman	(demolition)		
24459				885	8229	Topman	(pile driving)		
24460				262	2434	Topographer			
24461				809	8111	Topper, beet	(sugar mfr)		
24462				862	9134	Topper, jam			
24463				862	9134	Topper	(boot polish mfr)		
24464				553	8137	Topper	(clothing mfr)		
24465				814	8113	Topper	(cord mfr)		
24466				869	8139	Topper	(fur dyeing)		
24467				551	5411	Topper	(hosiery, knitwear mfr)		
24468				551	5411	Topper and tailer			
24469				733	1235	Totter			
24470				591	5491	Toucher-up	(ceramics decorating)		
24471				869	8139	Toucher-up	(vehicle mfr)		
24472				823	8112	Toughener		(glass)	
24473				591	5491	Tower	(ceramics mfr)		
24474				999	9139	Towerman	(paper mfr)		
24475	I			820	8114	Towerman			
24476				719	7129	Townsman			
24477				221	2213	Toxicologist			
24478				809	8111	Tracer	(chocolate mfr)		
24479				559	5419	Tracer	(embroidery mfr)		
24480				555	5413	Tracer	(footwear mfr)		
24481				430	3122	Tracer	(printing)		
24482	I			491	3122	Tracer			
24483				841	8125	Tracker	(ball bearing mfr)		
24484				597	8122	Tracker	(coal mine)		
24485				922	8143	Trackman	(mine: not coal)		
24486				922	8143	Trackman	(railways)		
24487				851	8132	Trackworker	(vehicle mfr)		
24488				901	8223	Tractorman	(agriculture)		
24489				361	3532	Trader, bond			
24490		*		361	3532	Trader, commodity			
24491				730	7121	Trader, credit			
24492				361	3532	Trader, derivatives			
24493		*		361	3532	Trader, equity			
24494				361	3532	Trader, exchange, foreign			
24495				361	3532	Trader, futures			
24496				732	7124	Trader, market			
24497				179	1234	Trader, motor			
24498				361	3532	Trader, options			
24499		*		361	3532	Trader, securities			
24500				732	7124	Trader, street			
24501				731	7123	Trader		(mobile shop)	
24502		*		732	7124	Trader	(market trading)		
